Content,label,compound
"Statistik kes dan kematian #COVID?19 di seluruh dunia yg dikemas kini 6pm hari ini. (17 Feb) Tiga kematian dilaporkan berlaku di luar China setakat ini iaitu di Filipina, Jepun dan Perancis. Malaysia kekal 22 kes termasuk 9 yg sembuh dan discaj. pic.twitter.com/HeJMPSnsIN",0,0.0
"..the investigation of #bat #coronaviruses becomes an urgent issue....the impact of such future outbreaks in China.. was published in 2019, #Wuhan Institute of Virology.Any thoughts are welcome @DrMattMcCarthy  #COVID?19   https://t.co/cv0LTR3Aj0",1,0.5859
"??COVID-19 #COVID?19 #COVID19 #coronavrius #aerosol #2019nCoV#CoronavirusOutbreak#CoronaVirusChina#nCoV2019 #nCoV2020????Line up for potatoes. Like the former Soviet Union.??????People are afraid of virus transmission. They stand in line up, keeping a distance between mans. https://t.co/hX9CqHOWC7",1,0.5362
#COVID?19 #Coronavirius #WuhanVirus Female nurses were forced to shave their heads before heading Wuhan??Barbers showed the carefully-preserved hair to the girls ??WHAT THE FUCK CAN YOU TELL WHERE THE FUCK DID THESE BASTARDS COME FROM¿¿¿¿¿¿ pic.twitter.com/4YB748NXwm,-1,-0.9593
TIL my kitchen is a sunny delight in the late afternoon. Thanks #COVID?19 pic.twitter.com/64jrkKuATN,1,0.8625
Not the latest figures..Re: #China24@CGTNOfficial #COVID?19 https://t.co/89NuYBNDVF,0,0.0
The biggest threat to fight the battle against #COVID?19 is fake news! One rumour falsely claim that @gatesfoundation @BillGates already knew about the virus and funded research. Read to know why this is far from truth https://t.co/mADBxDdmB3 https://t.co/aMeR94F3qh,-1,-0.8655
"This silver can be bought on Amazon for $5-10. It's good for spraying onto surface wounds, bacterial skin infections etc. I've used it on my cat and dog as it can be ingested. However claiming it as a cure for #COVID?19 ?? This is a blatant tip off-road please don't call for it!",1,0.7738
A 44 year old Chinese ( locked in due to #COVID?19) ran 66Km in his own house !!Time take 6h40m or something !#running,0,0.0
"Do you know the Chinese people how to control the outbreaks of COVID-19 in China? Let me share you a Chinese painting about it.""Cars of other cities, No Entry!""If you wanna enter the village, you need to measure body temperature and show your passport! #Coronavirius #COVID?19 pic.twitter.com/DbNCwGXSdG",0,0.0
Peer reviewed studies largely disproving that #Coronavirius was manufactured in a lab. These are #facts. Stop the #FakeNews. #CDC #SARSCoV2 #BioWeapon #CoronaVirusFacts #nCoV2019 #COVID #COVID?19 #WuhanPneumonia #nCoV #CoronavirusOutbreak #Coronavirustruth #WuhanFlu https://t.co/wr3poaeHru,-1,-0.296
It’s never easy to interpret data from China. 3019 medical staff have been infected with #COVID?19. 1716 medical staff have been confirmed as #COVID?19 patients. Both statements are from a single report.,-1,-0.7154
"“Neither side wants us,” Ms. Chang said. “We’ve given up. Now we are refugees.” My mini-profile about #Taiwanese families stranded in #Hubei and the case of the phantom of chartered flights. #coronavirus #COVID?19 @nytimes https://t.co/8mbYoQdS2Z",0,0.0
"It’s not fashionable... yet. Can’t help but feel the #COVID?19 that has shut down chinese manufacturing is building up to a penny-drop moment, when the lack of domestic supplies flows through. M’facturing will regain its place as a ‘national security’ concern.",-1,-0.2732
"Latest from @BioCentury @steveusdin1 on the current pipeline of new #COVID?19 #COVID19 #vaccines in development https://t.co/t1NUsAzoJ6, including our @BCM_TropMed @TexasChildrens recombinant protein receptor binding domain (RBD) vaccine @mebottazzi",0,0.0
"As part of their efforts to stop the spread of #COVID?19, banks in #China are using ultraviolet light/high temperatures to disinfect banknotes. They also keep coins locked for 7 to 14 days before being recycled back into the public.Source:@AFP https://t.co/ulraIARKSp",-1,-0.296
"#COVID19 #COVID?19 -- If #XiJinping had given the order on Jan 7th, that means he knew already before he made it public 2 weeks later. That is gross negligence not only against his people but against the whole world pic.twitter.com/PMpp5OKOTx",-1,-0.2617
Wuhan ICU nurses take on tough task of taking care of critically ill patients. #COVID?19 https://t.co/Lpor7qmtiC pic.twitter.com/EMxbRu7LLV,0,-0.0258
.Break News:USA is going to be exterminated by Wuhan VirusThere are real source that said the virus was leaked from a level 4 bio laboratory NOT the wild animal market. It is meant as an attack to USA*we need to stock up #wuhan #coronavirus#COVID?19https://t.co/AljKLKAA70,-1,-0.6597
"Rakyat Malaysia pertama disahkan positif #COVID?19 telah sembuh dan discaj, hari ini.Ini menjadikan 9 pesakit telah sembuh dan discaj setakat ini.Sumber: @KKMPutrajaya #COVID19#JabatanPenerangan https://t.co/9qTunabJ44",0,0.0
#COVID?19???8??????????????????????SARS???????PCR???????????????450?=4500????????????????????18???????https://t.co/IS8ANVpkqv,0,0.0
"A few shop owners in China are boiling cash to sterilize it from #coronavirus. Earlier, Chinese government ordered “cash quarantines” to sanitize old bank notes from the virus. Courtesy: Max Hawroutepic.twitter.com/faWbr4qjr4",1,0.3612
Chinese fans of #BTS member #jhope donate funds originally meant to celebrate the star’s birthday to charity amid #coronavirus epidemic #JHOPEDay @BTS_twt https://t.co/fAwWi7jOok pic.twitter.com/FX2fJIMHpm,1,0.7579
Berklee College student writes song about #coronavirus outbreak pic.twitter.com/ZLOUHv3Acx,0,0.0
"Na wycieczkowcu ""Diamond Princess"" potwierdzono zarazenie #coronavirus #covid19 kolejnych 99 osób. Lacznie zarazone sa juz 454 osoby. pic.twitter.com/9FdJwPk8nP",1,0.34
U.S Senator Tom Cotton is willing to get the truth out.The man is asking questions. At least someone is willing to talk about it openly.#Corona #CoronavirusOutbreak #coronavirus pic.twitter.com/ZlrvvhwSyQ,1,0.3182
Me: Can you tell me what places are off limits for travel because of the #Coronavirus?Travel Agents: pic.twitter.com/5iBHTzp3Zu,0,0.0
#COVID19He called them satanic agents??. People are so Wicked though ???? #coronavirus pic.twitter.com/YkMoCqTBuK,-1,-0.7451
Jokes on you #coronavirus I never leave my room,1,0.2842
"????????????????Somebody is telling us an important message ????True worship can cure incurable diseases like Cancer, Aids, #CoronaVirus etc.Saint Rampal Ji Maharaj is the one who provides true worship.#coronaviruschina#CoronavirusOutbreak pic.twitter.com/kySNMmAfFX",1,0.594
"Indo-Tibetan Border Police (ITBP): Dispersal of quarantined people who came from Wuhan(China) started today after they were tested #CoronaVirus negative. All people including 192 females, 204 males & 7 children are being given conveyance till the drop points. pic.twitter.com/fdp7l3oLGH",-1,-0.7003
"A couple both working on the frontlines to fight the #coronavirus outbreak recognised each other despite the full-body protective gear, and couldn't help but give each other a warm embrace. pic.twitter.com/yWvMLxnSyD",1,0.435
The effects of #COVID19 #Coronavirus ?? Struggle To Breathe??pic.twitter.com/wJ1DOI0R5M,-1,-0.504
"BREAKING: 85 new cases of #coronavirus on cruise ship near Tokyo, raising ship's total to 454 - NHK pic.twitter.com/Sao5gmqhar",0,0.0
This is pure wickedness @DrOlufunmilayo #coronavirus pic.twitter.com/CCQD8CrxEK,-1,-0.4767
"BY SPRAYING IS CHINA TELLING US THE #CORONAVIRUS IS NOT ONLY TRANSFERED HUMAN TO HUMAN BUT SURFACE TO HUMAN TOO?IF SO, THAT MEANS THAT ANY PRODUCTS COMING FROM CHINA CAN BE TRANSPORTING THE VIRUS IF HANDLED BE AN INFECTED PERSON.JUST FOOD FOR THOUGHTpic.twitter.com/JDIgfBdyyv 02",-1,-0.7506
Its pretty clear that suspicion is firmly pointed in the general direction.#Covid19#coronavirus pic.twitter.com/yb8bttCS1S,1,0.4939
"Afraid she might be barred from entering Shanghai, a Chinese woman from Hubei took to hiding in the car boot.  #coronavirus pic.twitter.com/xH2xmhIJXf",-1,-0.296
"An elderly couple were diagnosed with novel #coronavirus and quarantined at the same time. They were a wall apart but could only speak via a video call. On February 13, they were finally able to meet again after recovering and hugged each other. ""We will never part,"" they said. pic.twitter.com/6Ncv5JWSBz",1,0.6369
"#Coronavirus: Grund für die relativ geringen Zahlen der #COVID19 Neuinfektionen seit 15.2. vermutlich wieder der #Wochenendeffekt: Labore geschlossen, Ärzte machen Pause. Kein Grund für Entwarnung.",-1,-0.5994
Wenn man nur 1 dabei findet ist es ein Erfolg.Aber unsere Experten behaupten es würde nichts bringen. Wie falsch und überheblich.#coronavirus#covid19#sarscov2 https://t.co/P22Db5uX54,0,0.0
"Wie eine Grippe . . .22. Jänner: 17 Todesopfer, 647 Erkrankte17. Februar: 1700 Todesopfer, 70.000 Erkrankte#coronavirus Grafik unten vom 22. Jänner 2020: pic.twitter.com/7UWzfUS6G1",0,0.0
Deutsche Schulen sind auf jeden Fall vorbereitet auf die #Notfallversorgung. #coronavirus @KM_BW #WEGFreiburg pic.twitter.com/NYRdPwevDY,-1,-0.5994
Eine #Kreuzfahrt ins #Coronavirus-Gebiet. Da dürfte preislich doch noch etwas zu machen sein.... pic.twitter.com/24IaPaVoKP,0,0.0
Nach zwei Wochen endlich frei: Nach einem Besuch in #China saß Xiaolei Zhang mit ihrem Sohn und 120 anderen Reisenden in Quarantäne fest - erst jetzt durfte ihr Mann seine Familie wiedersehen. #Coronavirus pic.twitter.com/3W7tMW8PKz,0,0.0
Der #Coronavirus trifft die Weltwirtschaft jetzt schon deutlich härter als Sars. Die Chefs von Wirtschaft und Währungspolitik stehen vor sieben Herausforderungen.,-1,-0.8316
"The surprise when I was leaving my house, in the lift this morning. We can fight this together!!! ????????????#COVID19 #Singapore pic.twitter.com/AsKDFNNpwP",-1,-0.5165
"Some major carriers are likely to divert, reefer containers bound for China, to #Singapore for interim storage#Shipping pic.twitter.com/FK64L7VCXM",0,0.0
Happy Valentine Best Give ever ?? #Singapore  #coronavirussingapore pic.twitter.com/Ples1oy5RM,1,0.8504
Die Drachen-Obsession ist stark in mir ???????#hardrockcafe#singapore pic.twitter.com/2TNJNgPl5t,-1,-0.7059
Schon nach dem ersten paar Stunden lässt sich festhalten: #Singapore ist eine geile Stadt!! Ich freue mich auf die kommenden Tage. Es gibt viel zu sehen und erkunden!,-1,-0.6981
Unser #Recap zur @SGAirshow 2020 #singapore #Airshow #sgairshow2020 #mtu pic.twitter.com/9sLaRjlEfv,0,0.0
"Give yourself a Boost today if you are feeling down, feeling weak or feeling breathless! Flavoured oxygen is refreshing and rejuvenating. #boostoxygen #singapore #aromatherapy pic.twitter.com/U7PvoMKJVP",1,0.3802
"Waiting is not dead time for migrant women to while away.Please have a read, if you're interested, and let me know what you think--a blog post on bodies and rhythms that offers a glimpse of some of our work on domestic workers and maid agencies in #Singapore. #AcademicChatter https://t.co/jO1NrAZjLx",1,0.7304
"This man chicken no have, all body very good power many many!#Singapore #Appreciateourforeignlabour #NoChickenvirus pic.twitter.com/zzcnDPXvs9",1,0.3149
#Singapore Madrid v liverpool is on at 4am ?? looks like I'm up early before getting ready to fly to #Australia later that day.. it's been amazing pic.twitter.com/xaXo6tFW0u,1,0.8466
It seems that the “The Little White Town” of #Bideford in #Devon is famous enough to have a street named after it in #Singapore ! Couldn’t believe my eyes. pic.twitter.com/wIiKXJaMDh,0,0.0
Singapore sets aside additional $215m for deep-tech startups https://t.co/VuKJMfJyBq #singapore #fintech #tech pic.twitter.com/hc7jbFlvdX,0,0.0
"There are currently 71,448 confirmed cases worldwide, including 1,775 fatalities.2 new cases in #Taiwan. 1 new case in #Japan.3 new cases in #HongKong.2 new cases in #Singapore. #Hubei #China. 2019-nCoV #Corona #CoronaVirus #Wuhan #Virus #OutBreak pic.twitter.com/DVsmCFoRDl",0,0.0
Took a break from energy for a bit. #Singapore builders seek force majeure advice as #coronavirus causes labour crunch  https://t.co/ykRqdbAHA1,1,0.2732
Panoramic aerial view of downtown #Singapore in the evening. Seaside #cityscape with #skyscrapers. Contemporary #architecture in dramatic backlight.--https://t.co/OmKFK8OZXe--#StockPhoto #DesignInspiration #travelphoto #photooftheday #architecturelovers pic.twitter.com/aCpHgbS2C5,0,0.0
The value of total outstanding home loans from the Housing & Development Board of #Singapore is ~$50 bn... everyone gets one panadol ?? not to jump. @DavidInglesTV https://t.co/5bfQkTN96H,1,0.7757
"I spoke with Gan Kim Yong, Minister @sporeMOH, yesterday about the #COVID19 response. #Singapore is managing the imported cases with tremendous rigor. I thanked the Minister for ????'s leadership on preparedness. #coronavirus",1,0.594
#Singapore please drive safe pic.twitter.com/UKqMGveaYn,1,0.6369
"Signature of a new Memoramdum of Understanding with companies from #Singapore, E2I and FE, on February 18th, followed by a visit of our campus in Massy #InternationalCooperation pic.twitter.com/Vjd9TS89fU",0,0.0
Why you all laugh? Give your boss face lah...#Budget2020 #Singapore pic.twitter.com/ncqyCugO1D,1,0.5574
"Wah, this guy is such an asshole sia!#Singapore #AssholeDriver #EliteRich pic.twitter.com/b20psMgcUy",0,0.0
UPDATE: Due to the coronavirus the People Matters TechHR conference in Singapore has been postponed until September this year. Health and safety must come first and we would like to thank the organizers for prioritizing this. We'll be back! #techhr #peoplematters #singapore pic.twitter.com/O0UPTeUUj3,1,0.75
Some amazing views I get to enjoy running to the office in the morning #expatlife #singapore pic.twitter.com/HnhQdNcSCB,1,0.7906
"#Singapore government’s vision is to phase out internal combustion engine vehicles & have all vehicles run on cleaner energy by 2040. To promote this, #SGBudget2020 has 3 measures",1,0.7506
"???? ???? #SINGAPORE PLANS 2 PACKAGES, TOTALING S$5.6B, TO SUPPORT ECONOMY - BBG*SINGAPORE PLANS S$800M FROM BUDGET TO COUNTER VIRUS EFFECTS*SINGAPORE TO GRANT CORPORATE INCOME TAX REBATE OF 25% FOR 2020",1,0.8237
?? WARNING GRAPHIC ?? Animals are being beat to death due to a suspicion that they carry the virus. #CoronaVirus #WuhanChina #WuhanVirus #China #CoronaOutbreak #COVID2019 pic.twitter.com/Tz9CNcTHHu,-1,-0.8908
Our guest is giving a real insight into the situation in #China. Information you will not get anywhere else. Help us to share this episode of #AnonymousBitesBack so the truth comes out!Alternative link: https://t.co/Fg6gWJGTdm#Anonymous #WuhanOutbreak #WuhanVirus,1,0.847
"#Breaking Liu Zhiming, the director of Wuhan Wuchang Hospital and an expert in neurosurgery, died from the novel coronavirus, Tuesday morning, state media CCTV reported. Liu Zhiming had made important contributions in fighting and controlling Covid-19. #coronavirus #wuhanvirus pic.twitter.com/CZSOsrPgMa",-1,-0.4588
Finance Minister @nsitharaman :Secy level meeting to be held tomorrow on #Coronavirus impact. #CoronavirusOutbreak #WuhanVirus pic.twitter.com/1OxH8f5qcd,0,0.0
"YongJia, China. On Feb 12, the whole town initiated an activity to kill all the dogs in order to prevent the plague. The puppy in the clip was beaten to death. It is brutal and insane. #TruthWins #WuhanCoronavirus #WuhanCoronavirusOutbreak  #WuhanVirus #coronavirus pic.twitter.com/T4VOOJD1oz",-1,-0.959
"Even National Lianghui ???? is confirmed to postpone in order to prevent #WuhanVirus outbreak in crowded gathering. #HKPolice, instead of fighting at frontline vs epidemic, are having fun with artists without any epidemic preventions. Irony.#HKPoliceState #SOSHK https://t.co/kQANQzgamh",0,0.0
Con el #WuhanVirus los chinos se están marcando un #Chernobyl de cojones pic.twitter.com/q7QlaGTQov,0,0.0
"#SouthKorean Foreign Minister Kang Kyung-hwa: ""We're actively seeking to send medical personnel"" to China  if CCP asks.SK citizens:-Are you crazy?-A tribute? Is this Chosun Dynasty?-Why don't you & Moon go?-Are you crazy?#WuhanVirus#ChinaPneumoniahttps://t.co/pApN0C99ph",1,0.504
"A frontline medical worker said, ""Please donate rescue supplies to us. Don't let us fight on the battlefield naked without helmet and armor. Don't let the blood of our medical staff flow in vain.""#TruthWins #WuhanCoronavirus #WuhanCoronavirusOutbreak  #WuhanVirus #coronavirus pic.twitter.com/irshZ0W3r0",1,0.6351
You hypocritical foreigners. Always show the behavior of the police in our country???? at the Control Vrius moment. Look where the police in your own country are going???????#WuhanVirus #WuhanCoronavirus #WuhanLockDown  https://t.co/Wa29BQvY4I,-1,-0.6072
"#Chinese courts have been mobilized to promote and improve online litigation services as the country is battling the #novelcoronavirus outbreak, according to the Supreme People's Court (SPC).#coronavirus #WuhanCoronavirus #WuhanVirus #China #COVID19 pic.twitter.com/HWxAac8OcI",1,0.7351
??Don't be scary. It's truth??#WuhanOutbreak #2019nCoV #anticcp #ChinaCoronaVirus #WuhanCoronavius #WuhanVirus https://t.co/ZOnyjBaeE9,1,0.5556
"A coronavirus was first isolated in 1937 from an infectious bronchitis virus in birds that has the ability to seriously devastate poultry stocks.Now #WuhanVirus  as well known as #coronavirus attack on Human, every days the number getting increase... pic.twitter.com/Ft03qW4mw8",-1,-0.7579
"This is so sad, so much pent up. She is brave for speaking out.#WuhanVirus #ChinaPneumonia https://t.co/rJ9GbV4bJN",0,-0.1509
"Nearly 300 villager of Gumba, Sindhupalchok,suddenly became sick due to #flu like illness.First they feared & suspected of #Coronavirus,later confirmed #H3flu. It shows""corona phobia""not only in city but also in remote area.#infection  #Kathmandu #COVID_19 #ChinaVirus #WuhanVirus pic.twitter.com/h25IkXVeki",-1,-0.4497
"#CCPChina rule the country by suppressing all voices that disagree with #CCPChina.  It just won’t listen, and repeat its mistakes again and again.  #WuhanVirus https://t.co/za3eCCYIXe",-1,-0.6249
"Mens alle turister frygter for #WuhanVirus i Thailand, er det noget helt andet der truer. Trafikken! I går døde 53 thaier og to turister i trafikulykker. 48 døde var motorcyklister. Tirsdag døde 71 mennesker. Hidtil er 2.017 mennesker døde og 134.990 kvæstet i trafikulykker i år. pic.twitter.com/vZPhsBo62n",1,0.4199
https://t.co/5jQ5dqtWFo'Fang Bin' one of Wuhan's Resident & reporter missing in Wuhan#WuhanVirus #FangBin #coronavirus #outbreak #HongKong #CoronavirusOutbreak #COVID?19 #ChinaCoronaVirus #Beijing #Coronavirustruth #ChenQiushi #China,-1,-0.296
Har ikke hørt før   om  at nyreskade er en av tingene...Everything you need to know about the coronavirus via @SCMPgraphics  https://t.co/dCrnJPt1IH #WuhanPneumonia #coronavirus #wuhanvirus,0,0.0
"#WuhanVirus outbreak is due to CCP's hiding the info & not telling its ppl, so not enough precautions have been done, & even worse a lot of movements to different cities during Chinese New Year Holidays. CCP values power over human lives. Just keep tight control & stay away. pic.twitter.com/1dgYAJhjEG",0,0.0
Wuhan thunder #WuhanVirus https://t.co/2GRLjDccRD,0,0.0
China did more silencing than actually tackling #WuhanVirus. I feel sorry for the patients.,-1,-0.2716
Kara za wyjscie bez maski.*Punishment for going out without a mask.#China #Chiny #????? #coronarvirus #koronawirus #nCoV2019 #ChinaVirus #WuhanVirus #Wuhan pic.twitter.com/FArH2T7mjE,0,0.0
Biala odziez ochronna jest teraz symbolem wladzy.*White protective clothing is now a symbol of power.#China #Chiny #????? #coronarvirus #koronawirus #nCoV2019 #ChinaVirus #WuhanVirus #WuhanPneumonia #WuhanOutbreak #Wuhan #WuhanCoronavirusOutbreak pic.twitter.com/LRL5hG3MW1,0,0.0
Wszystkie drogi dojazdowe do Wuhan zostaly zniszczone i zamkniete.All access roads to Wuhan were destroyed and closed. #China #Chiny #????? #coronarvirus #koronawirus #ChinaVirus #WuhanVirus pic.twitter.com/hko8dcHQjN,-1,-0.6322
...#Coronavirus: in #cina???? morti 6 fra medici ed infermieri. Oltre 1700 sanitari infettati nella lotta contro il MOSTRO.Loro sono EROI per NOI.Lottano per tutti NOI.Ricordiamolo semper.#ChinaPneumonia #China#COVID?19 #wuhan#WuhanCoronavirusOutbreak pic.twitter.com/Jd27NGfmch,0,0.0
"Attenzione, accenni di traffico a Pechino. Ed è subito clacson, ed è subito casa #COVID?19 #coronavirus pic.twitter.com/7uvpp3lZk3",0,0.0
"Arrival numbers from mainland China into HK via Shenzhen Bay checkpoint more than doubled in past week #CarrieLam fanning the fire while pretending to be putting out the fire#WuhanCoronavirus#COVID?19  Credit, Apple Daily pic.twitter.com/Vk872TOahe",0,0.1531
God damn LIES!!!CoverUp of the #coronavirus !!I am from Buffalo..I swear the politicians should be taken out and shot if this true!CITIZENS NEED TO KNOW!I for one am done with the lies and coverups!#coronaoutbreak ##COVID?19 https://t.co/jeFrJ5scDr,-1,-0.6973
Somebody help me!  I need a mathematician !  Over 69000 confirmed cases now WW and by my figuring this looks like a 17.5% death rate in China from the corona virus?  What am I missing?  #CoronavirusOutbreak #COVID?19 pic.twitter.com/XScGH7epWw,-1,-0.4632
"#COVID?19 Encore la preuve du mépris et le désintérêt des gouvernant à l'égard des peuples, comment en plein crise de santé public #Coronavirius , la cheffe en 1ère ligne #agnèsbuzyn laisse le navire pour la mairie de Paris? On voit bien la priorité des politiques.?????????? pic.twitter.com/uOlyxwA67v",0,0.0
"?? BONNE NOUVELLE - Une fillette de 9 mois, atteinte par le #coronavirus, a été guérie et est sortie d'un hôpital de la ville de #Shiyan en #Chine. (@PDChina) #COVID19 #COVID?19 #coronavavirus #Coronavirius",0,0.0
?? FLASH - Le député et médecin Olivier #Véran est nommé ministre de la Santé à la place d'Agnès #Buzyn. Il s’occupera désormais du #coronavirus en #France. (Élysée) #COVID19 #COVID?19 pic.twitter.com/XLgZYlEWU5,0,0.0
"C’est ferme et définitif, les gens de ce parti sont azimutés! ???? Hier #Buzin « probable pandémie » aujourd’hui coucou mairie! #SauveQuiPeut ??????#COVID?19  https://t.co/NqtSo93XGi",0,0.0
"#COVID?19  #Buzyn Si une ministre LREM peut partir quand on est au bord d'une pandémie ( selon ses dires) et que tout l'hôpital est au bord du gouffre, on peut se demander à quoi sert ce gouvernement à part servir ses propres intérêts.",0,-0.128
#COVID?19 Vs SARS & FLU pic.twitter.com/eXYjkfcjap,-1,-0.516
Un sapeur-pompier français retraité a envoyé un chèque à notre Ambassade pour soutenir la Chine dans les efforts de prévention et de contrôle de l'épidémie du coronavirus (#COVID?19). Merci pour votre amitié et votre soutien au peuple chinois. ?? pic.twitter.com/vUQ3nnnP4V,0,0.0
"#coronavirus #COVID?19 DES SCÈNES SURRÉALISTES, SINON QUE LA SITUATION SEMBLE INFERNALE ET INQUIÉTANTE, VOIRE APOCALYPTIQUE, UN AIR DE FIN DU MONDE??QUE SE PASSE-T-IL AU JUSTE EN CHINE, ET QU’ONT-ILS FAIT/COMMIS D’ERREUR-S LES CHINOIS POUR MÉRITER ÇA?pic.twitter.com/AwowIQ1UtR",0,0.0
Avertissement britannique: #COVID?19 peut encore évoluer vers quelque chose de bien pire ! https://t.co/pvWnev1jXG,0,0.0
"?? IMPORTANT - Origine du #coronavirus : le #virus #nCoV_2019 pourrait venir d'une chauve-souris subissant des tests d'un nouveau virus dans un laboratoire à 280m du marché aux animaux de #Wuhan. Par accident, l'animal aurait mordu une chercheuse. #COVID?19 (@ezracheungtoto) pic.twitter.com/MuBEFHVP3J",-1,-0.2748
"Le nouveau ministre des solidarités et de la santé, @olivierveran , a tenu à rencontrer pour son premier déplacement les équipes de l’hôpital Bichat. Il a tenu à les remercier pour leur mobilisation dans la prise en charge des premiers patients atteints du #COVID?19 . pic.twitter.com/czuOoMf1yy",0,0.0
"En pleine crise sanitaire Mondiale de #COVID?19 , la Ministre ???? de la santé @agnesbuzyn quitte le Navire pour rejoindre la chaloupe des Municipales !  #LaRem ?? pic.twitter.com/E5CVs50iHK",0,0.0
Voici ce que le sénateur Tom Cotton avait à dire sur la situation du #COVID?19 pic.twitter.com/I0vcdleTLQ,-1,-0.4588
?? #Coronavirus #COVID?19  Tout dernier Bilan officiel CHINE 11H15 heure locale(donc il y a quelque minutes 4H15 pour nous )73 483 cas confirmés #COVID19 1873 décès 10615 cas considérés comme guéris (Source National Health China ) pic.twitter.com/5F8klbKI0B,-1,-0.2593
"?????? EPIDEMIE - Le #Japon s'inquiète. D'après le ministre de la #Santé, le pays entre dans une ""nouvelle phase"" de l'épidémie de #COVID19. Tous les jours, des cas supplémentaires qui ne sont pas allés en #Chine et n'ont pas eu de contact avec des Chinois sont signalés. #COVID?19",0,0.0
#Burundi Lundi 17 févr 2020 le Ministre @dr_thaddee a présidé une réunion du comité de pilotage pour la préparation et réponse à la #COVID?19 @WhoBurundi @UNFPABurundi @IOMBurundi @DFID_UK @PNUDBurundi @ben_ndag @WorldBank @HMKamenge pic.twitter.com/uWRaGkM7mU,0,0.0
A video that is said to be from #China and probably a real one ... #coronavirus #COVID?19 pic.twitter.com/p1LiqEkbKr,0,0.0
"Director Chang Kai died at home in front of his seriously ill wife on February 14., 2020. His sister died of #COVID?19 a few hours later. pic.twitter.com/rxdGlv3rrO",-1,-0.8934
So bedauerlich jeder einzelne Todesfall ist - weltweit betrachtet ist die Mortalität offenbar verschwindend gering. #COVID?19 pic.twitter.com/Ez8hhVfTUd,-1,-0.5994
Coronavirus #Covid#COVID?19 #CoronavirusDas einzige was unser Gesundheitsminister (Jens Spahn)gut im Griff hat ist sein Handy bei einer Konferenz. Das die WHO vor dem Virus warnt kommt beim ihm durch den Schwachen Mobilfunknetzausbau in Deutschland wohl nicht an. pic.twitter.com/iGakp4luwk,-1,-0.5994
"A makeshift hospital has been delivered in Xi'an, NW China, to tackle the #coronavirus outbreak. It was built in a little more than 10 days #FightVirus pic.twitter.com/Spt3JYQhYe",0,0.0
"TikTok is suppressing this video, please share! #coronavirus ?? pic.twitter.com/v5rRupd5BR",1,0.6312
"When you're happy you're no longer quarantined, and you know it, dance. #coronavirus pic.twitter.com/VPgo9FG4Nv",1,0.3612
Union Finance Minister Nirmala Sitharaman on 'is there any report of shortage of medicines/masks in hospitals in India': There is no such report. In fact there was demand from those who manufacture medical devices to remove ban on exports. #Coronavirus pic.twitter.com/Kjfbbu6mUy,-1,-0.8074
"Am I the only one who thinks this #coronavirus outbreak might be a planned mechanism strategically targeted at halving China's population?At this point in time, I've stopped seeing things exactly the way they appear and I'm not even trying to make a case for conspiracy theorists pic.twitter.com/HHHQarIwgA",-1,-0.6486
"Jaime FlorCruz, the former CNN Beijing Bureau Chief, also extends best wishes to China. He believes that just as we overcame other epidemics, so we can beat this one, too. #coronavirus pic.twitter.com/YmVVil3Q34",1,0.743
Ist das irgendwie noch nicht durchgedrungen?#COVID19 aka #Coronavirus liefert je nach Stadium falsch negative Ergebnisse.Bereits #LiWenliang hatte davor gewarnt. pic.twitter.com/V5UdhsOnem,-1,-0.5719
"Ihr wolltet doch wissen, wie es in einem #coronavirus EVAC Fracht aussieht!Hier die US-Variante! https://t.co/CAEOxfkgaN",-1,-0.6688
Genau mein Humor! Was JEDER in Deutschland wissen muss!!!Und dann den Artikel hinter einer Bezahlschranke setzen!!!  ?? #welt #covid19 #Coronavirus pic.twitter.com/Y52N7U0egY,1,0.5615
In Peking kommt geliefertes Essen mittlerweile übrigens mit den Körpertemperaturen von Koch und Lieferant. #coronavirus pic.twitter.com/QuQhJi0Loe,0,0.0
Die #Coronavirus-Epidemie in China soll sich erst Ende April stabilisieren. Mit einem Höhepunkt des Ausbruchs im ganzen Land sei voraussichtlich bis Ende Februar zu rechnen. https://t.co/C1SpB4M92U,-1,-0.5994
"Wie Gesundheitsminister Jens #Spahn heute Morgen im Magazin #MOMA mitteilte, sieht er keine Probleme in der Ausbreitung des neuen #Coronavirus. Spahn wörtlich: ""Ich habe beim Gewerbeamt angerufen, der Virus hat keine Gewerbeerlaubnis in Deutschland."" pic.twitter.com/9WDswrnHdb",0,0.0
"#coronavirus60000 von 1,4 Milliarden Menschen sind in China an Corona erkrankt.Das sind 0,00429 % Üble Sensationsmache.In der Süddeutschen.Früher war die mal seriös. pic.twitter.com/oX0P7XRilc",-1,-0.8316
Tote durch #coronavirus insgesamt: 1.870Kindersterblichkeit durch Hunger weltweit: TÄGLICH 30.000 pic.twitter.com/VjIhUl0gcN,-1,-0.25
Keine Angst#Coronavirus (Cartoon Stuttmann) pic.twitter.com/NeZNpNbpgf,0,0.0
Fernöstliche Medizin im Einsatz gegen das #Coronavirus pic.twitter.com/cMhn0ruI8k,0,0.0
#Xinjiang #China Polizeibeamterkollabiert. #coronavirus Warum dieses plötzliche Kollabieren? Dies geschah exakt gleich während der Spanischen Grippe 1918-1921. https://t.co/qJ43iUFD1Q,0,0.0
