headline,label,compound
Trump's Treatment of Women Was His Original Abuse of Power,-1,-0.4404
A soldier’s word against Donald Trump’s in impeachment inquiry,0,0.0
What Barack Obama gets exactly right about our toxic 'cancel' culture,0,0.0
"To Fix Racial Gerrymander, North Carolina Republicans Considered a Map That Could Have Elected an All-White Slate",0,0.0
"If you want to know why young people are turning to socialism, look at Paul Ryan's tone-deaf conservative nonprofit",0,0.0772
What is the Open Skies Treaty and why does Donald Trump want it canceled?,0,0.0772
Joe Biden denied Communion over abortion views,-1,-0.4404
"Media, Dems Moving Away from July 25 Call: Quid Pro Quo ‘Evolved Over Time’",0,0.0
Katie Hill’s Downfall Is Revenge Porn Experts’ Fears Come to Life,-1,-0.7351
Pentagon releases images of al-Baghdadi raid,0,0.0
Republican senator Richard Burr proposes taxing scholarships of student athletes who 'cash in',0,0.0
Officials cringe as Trump reveals highly classified info,0,0.0
Combustible cladding on London's Grenfell Tower key to deadly fire - inquiry,-1,-0.34
Starved for income? Hungry investors hunt dividend ETFs,-1,-0.5574
Polarization is poisoning America. Here's an antidote,-1,-0.5859
"Alec Baldwin: To defeat Donald Trump, start with next week's Virginia elections",-1,-0.4588
"For transgender migrants fleeing death threats, asylum in the U.S. is a crapshoot",-1,-0.7717
McDonald's CEO surprise exit throws long-term vision into doubt: analysts,0,0.1531
Oil prices creep higher on U.S.-China hopes and OPEC talks,1,0.4215
U.S. Supreme Court rejects Charter appeal of Sprint patent verdict,1,0.25
Factbox: Meet McDonald's new CEO: Chris Kempczinski,0,0.0
Wall Street opens at record high on U.S.-China trade deal hopes,1,0.4215
Takeaway.com tweaks Just Eat offer in move to thwart rival Prosus,0,0.0
Give or take a trillion: Investors in the dark on Saudi Aramco value,1,0.34
Thyssenkrupp to invest $279 million at shipbuilding division,0,0.0
Citigroup to launch digital savings account for American Airlines cardholders,0,0.0
Virgin Hyperloop seeks backing to build U.S. certification center,0,0.0258
Microsoft rolls out new cloud tool for analyzing business data,0,0.0
BA parent IAG ups bet on Latin America with Air Europa takeover,0,0.0
"Ferrari forecast turbo-charged by Portofino, Superfast sales",0,0.0
Under Armour cuts revenue forecast; federal probe weighs on shares,0,0.0
German cabin crew union UFO calls for two days of strike at Lufthansa,0,-0.128
"India rejects Asia-wide trade deal, as others move ahead",-1,-0.4939
India decided not to join RCEP trade deal: PM Modi,-1,-0.2235
"Fifteen Asia-Pacific countries agree on trade pact, India holds back",1,0.3612
Sprint postpaid subscriber loss lower than expected,-1,-0.5423
Facebook's Libra could come under some existing rules: watchdog,0,0.0
Many firms in China's third-biggest province struggling to pay debt - S&P,-1,-0.6908
Fallout from money manager Kenneth Fisher's remarks tops $1 billion in lost assets,1,0.4019
Trump officials shun impeachment inquiry as lawmakers prepare public hearings,0,0.0
Union rejects Royal Mail strike offer as UK election looms,-1,-0.6486
Police find 41 migrants alive in truck in northern Greece,1,0.3818
We could be kingmakers in likely hung parliament - Farage,0,0.0
Give or take a trillion: Investors still in the dark on Saudi Aramco value,1,0.34
Five dead as Iraqi security forces open fire on Baghdad protesters,-1,-0.7351
Whistleblower offers Republicans testimony as Trump pushes for unmasking,0,0.0
"UK lowers national terrorism threat level to ""substantial""",-1,-0.8591
'Order!' - UK parliament to elect new Speaker for Brexit hot seat,0,0.0
"Brexit could fuel Northern Ireland paramilitary attacks, watchdog says",-1,-0.4404
European shares near two-year high; Ryanair boosts Irish stocks,1,0.5423
Trade hopes lift stocks as recession fears recede,-1,-0.4215
Indian capital banishes some cars in bid to curb hazardous air pollution,0,0.0
Factbox: Saudi Aramco - the oil colossus,0,0.0
"Scores injured, one critical in chaotic weekend of Hong Kong protests",-1,-0.8442
"Three decades on, Germans remember surprise fall of Berlin Wall",1,0.2732
Woodford listed fund shares drop after valuation cut,-1,-0.25
Federal Reserve cuts interest rate for third time this year,1,0.2023
"China says it will ""perfect"" system for choosing Hong Kong leader",0,0.0
UK economy starts fourth quarter on weak note as Brexit hits orders,-1,-0.4404
Special Report: Juul disregarded early evidence it was hooking teens,0,0.0258
"""Thatcherism on steroids"" - Corbyn says of PM Johnson's Brexit plans",0,0.0
Labour's Corbyn declines to say if he will stop Brexit to form a coalition,-1,-0.296
Spanish court reactivates warrant for three Catalan separatist leaders - lawyer,0,0.0
Liberal Democrats will not make Corbyn British prime minister - Swinson,0,0.0
Hong Kong leader Lam 'saddened' by protesters' injuries,-1,-0.2263
"Labour's Corbyn says PM Johnson seeking to ""unleash Thatcherism on steroids""",0,0.0
Testimony from two of Trump's Ukraine 'three amigos' to become public,0,0.0
Rees-Mogg says 'common sense' could have saved Grenfell victims,0,0.128
Exclusive: Italy to make climate change study compulsory in schools,0,0.128
Warrior pose: Sierra Leone's soldiers heal trauma with yoga,-1,-0.4215
'Standard procedure' - UK delays publishing report on Russia poll meddling,0,0.0
China to establish 'robust' national security mechanism for Hong Kong,1,0.34
Exclusive: Giuliani associate Parnas will comply with Trump impeachment inquiry - lawyer,0,0.128
China presses Trump for more tariff roll-backs in 'phase one' trade deal,0,0.0
"Floundering tech bets put spotlight on SoftBank results, Son",0,0.0
Bullet dodged? Markets bet global recession averted,-1,-0.4767
"At least five dead, including infants, following attack in Mexico",-1,-0.8126
UK accused of withholding report on Russian meddling to spare embarrassment,-1,-0.6249
Iran further violates 2015 deal by injecting gas into Fordow centrifuges,-1,-0.5106
Do more with less: New Zealand firm's four-day week,0,0.0
Gunmen kill Mormon family members in north Mexico,-1,-0.6908
"Shout louder, Ossis: Merkel's career advice to fellow East Germans",0,0.0
"Zero tariff, zero quotas 'not enough', EU's Barnier tells UK",0,0.0
"China to ""perfect"" HK system as water cannon breaks up Guy Fawkes protest",-1,-0.25
Bank of England tells insurers to check capital as U.S. risks grow,-1,-0.2732
"Labour's Corbyn brands PM Johnson's Brexit plans ""Thatcherism on steroids""",0,0.0
European factories at risk in Peugeot-Fiat merger,-1,-0.2732
Kremlin concerned by Iran's intention to reduce compliance with nuclear deal,0,0.0
France says latest Iran announcements further erode nuclear deal,0,0.0
"EU concerned by Iran's latest nuclear steps, fears for 2015 deal",-1,-0.4215
"Boeing tests space crew capsule, reports problem with parachute ",-1,-0.4019
"In boost to climate policy, EU makes first move to end fossil fuel funding",1,0.4019
Sit-in by climate activists disrupts Paris energy conference,1,0.2732
"Some Nigerians blame government, not religious leaders, for shocking school abuses",-1,-0.8271
More impeachment details expected after top Trump ally's reversal,1,0.2023
"Exclusive: Iran briefly held IAEA inspector, seized travel documents - diplomats",0,0.128
"PM's election campaign launch marred by gaffe, resignation and doctored video",-1,-0.296
Iraqi security forces break up protests in Battle of the Bridges,-1,-0.2732
"Lufthansa crew strike to result in 1,300 cancelled flights",-1,-0.3612
Risk rally pauses as markets await signals on trade,0,-0.1779
Gunmen kill 15 in southern Thailand's worst attack in years,-1,-0.9169
"IMF cuts euro zone growth forecasts, as Germany slows and Italy stalls",0,0.1027
Spanish prosecutor to seek tougher rape verdict in abuse case after protests,-1,-0.8591
Queen to wear fake fur in new outfits,-1,-0.4767
M&S turnaround held back by falling clothing sales,0,-0.1531
M&S chairman: no plan to split food and clothes,-1,-0.296
Boeing to invest $1 billion in global safety drive - sources,1,0.4215
"Euro zone economy at risk of contracting in fourth quarter, PMI shows",-1,-0.2732
"Iran moves further from nuclear deal, alarming Russia, France",0,-0.128
Extinction Rebellion wins court challenge to London police ban,0,-0.0258
China backs bolder action to counter roots of Hong Kong unrest - official,1,0.25
Bank of England surprises as two MPC members vote for rate cut,0,-0.0516
Carney speaks after Bank of England officials split on rate cut,-1,-0.2732
Conservatives and Labour vow to spend big in battle for votes,-1,-0.3818
Smaller pro-EU parties unveil electoral pact for UK election,1,0.4019
War crimes judges sentence Congolese warlord Ntaganda to 30 years in prison,-1,-0.7845
UK lowers security level for its ships in Strait of Hormuz,1,0.2263
Iraqi forces shoot at protesters killing four in Baghdad,-1,-0.8271
"EU sees Germany keeping budget surplus, Italy's debt to shoot up",-1,-0.5994
Cambodian opposition founder says he was blocked from boarding plane home from Paris,-1,-0.2732
China says it has agreed with U.S. to cancel tariffs in phases,0,0.0258
Rolls-Royce takes another £800 million hit to fix problem engine,-1,-0.4019
"Europe at risk if Germany turns its back on U.S., NATO chief says",-1,-0.2732
Labour would strip investment out of borrowing rules - McDonnell,0,0.0
Germany commits to NATO spending goal by 2031 for first time,0,0.0258
'Death wish' or compromise? Pension row threatens German coalition,-1,-0.5859
"North Korea slams door on Japan PM Abe visit, calls him an 'idiot'",0,0.0
Killed American family may have been 'bait' in Mexican cartel fight - relatives,-1,-0.7964
Trump defiant at Louisiana rally after Democrat wins,1,0.4215
Masked Hong Kong students chant at graduation amid fears for elections,-1,-0.4215
Singapore police investigate Hong Kong protest bar meeting,-1,-0.25
StanChart bows to investor ire by cutting pension of CEO Winters,0,-0.128
Trade war caution takes edge off stellar rally in world stocks,-1,-0.5994
Pompeo criticises Russia and China but says NATO must change,0,-0.1655
"No letters to Santa?: Royal Mail seeks to block strike as election, Christmas looms",-1,-0.7351
BA owner IAG cuts medium-term capacity and profit forecasts,0,0.1779
Belgium formally arrests Catalan separatists at Spain's request,-1,-0.4404
Death of Hong Kong student likely to add fuel to unrest,-1,-0.5994
Residents told to leave homes as downpours bring floods across northern England,0,-0.0516
Three dozen rescued after blast in east German potash mine,1,0.4215
Lloyd's of London shakes up governance with single board,0,0.0
Trapped and helpless: How families are fighting Delhi's pollution horror,-1,-0.9118
World's worst air: India's pollution crisis in perspective,-1,-0.8481
White House blockade of impeachment probe likely to hold ahead of open hearings,0,0.0
Factbox: Trump impeachment hearings likely to draw high ratings in new era of political TV,0,0.0
"Pompeo says NATO needs to change, or risk becoming obsolete",-1,-0.5106
Poppy-stealing pigeon offers poignant reminder of war anniversary,-1,-0.5994
Philippines VP calls for revamped drug war to end 'senseless killings',-1,-0.8555
Attack on Canadian miner in Burkina Faso threatens gold's final frontier,-1,-0.6908
U.S. diplomat says Giuliani waged campaign of 'lies' against envoy to Ukraine,0,0.0
GE unit orders 25 Airbus jets including 12 Rolls-powered A330neo,0,0.0
Content,label,compound
Meanwhile in KL.. #singapore pic.twitter.com/h5vO4PVi0r,0,0.0
Read this! The #healthcare workers battling the #coronavirus on the frontline are HUMANS too! They deserved our utmost respect & not ostracised by the society. #coronavirussingapore #Singapore #Thoughts pic.twitter.com/nM6I3qmQdq,1,0.3786
"#coronavirus Update: My Worldwide Case CountJust updated: New cases in #Japan, #Singapore & #EgyptMany new cases & deaths in #ChinaNote: #China is likely downplaying the numbers#WuhanCoronavirus  #CoronavirusOutbreak#COVID19   #WuhanPneumonia pic.twitter.com/qnS14B4vEI",0,0.0
"#Singapore is the most infected country outside China and also has the highest population density. Updated 8:45 amTuesday, 11 February 2020 (SGT)#coronavirus #coronavirussingapore pic.twitter.com/12AVltkb1H",-1,-0.5413
"So this is the situation at NTUC FairPrice JEM this morning (8 Feb). The aftermath from last night. Due to the long queues at closing time, customers had to leave them aside#coronavirus #ncov #singapore pic.twitter.com/l22FayPib1",1,0.5267
Why are all the people so kiasu go and sweep all the supermarket.. legit this is happening in Singapore right now just because we raised our DORSCON level to orange.. like please calm down guys#Singapore #CoronavirusOutbreak pic.twitter.com/kjgBN5oBU6,1,0.7269
Why condoms also sold out in Singapore? 😂 #singapore pic.twitter.com/iu4ArC5oSX,0,0.0
This is the correct way to dispose your used masks. Remember to wash your hands with soap afterwards too. #COVID2019 #Singapore #coronavirus #CoronavirusOutbreak pic.twitter.com/zJN0LkLz8n,0,0.0
Some kind soul has been giving away masks and providing sanitizer in my block’s lift 😇 that’s the way singapore 👍 🇸🇬 #coronavirus #singapore pic.twitter.com/6JxSM22jRv,1,0.7003
Check out this “Polite” baggage system at Changi Airport!#Singapore pic.twitter.com/Yu2b0a85JZ,0,0.0
#Singapore becomes 2nd most infected country outside of China. #coronavirus #coronavirussingapore pic.twitter.com/yQwpsj2JN4,-1,-0.5413
What the Orange alert level on DORSCON means #Singapore pic.twitter.com/BOFTKGlhxS,1,0.296
So high the level of wayang#Singapore #PAP #Wayang pic.twitter.com/JWEiOCbTs2,0,0.0
Welcome to #Singapore!😢😳😱#coronavirus #covid19 pic.twitter.com/7jz4Lv1o9r,1,0.5093
10 v 1 fight at Cuppage Plaza KTV! Rabak sia! #Singapore #Cuppage #KTV #Fight pic.twitter.com/htv0u5QSeP,-1,-0.4912
Living in SG means everyday commute is sightings #expatlife #Singapore pic.twitter.com/y2Cicb50Xn,0,0.0
"If you'd like another example of the ridiculous lengths #Singapore goes to silence free speech - look no further than this warning to someone who wore an anti-death penalty t-shirt to a running event. Clearly, a government that is ashamed of its #deathpenalty record @chiarasan https://t.co/wV4KWStOBd",-1,-0.6187
"I hope twitter can do it’s thing and spread this. shortage since level orange. My team and I are helping out. As of booking, there’s about 40 slots available for willing hearts 12-4pm tomorrow. Please spread the word.#singapore #VirusCoronahttps://t.co/kzhXasBaeY",1,0.631
At least sixteen #coronavirus cases linked to Grand Hyatt Hotel #Singapore #coronavirussingapore pic.twitter.com/Nf8vQ19ebn,1,0.4588
This the most amazing thing I've ever seen in an airport. #singapore pic.twitter.com/xi2jKUAUSZ,1,0.624
This is so very sad & heartbreaking! Some of the brightest young talent of the country being abandoned. One feels for these children. I saw a video being shot by these children where they were seeing off their Indian colleagues. Many of them were crying. Prayers #WuhanVirus https://t.co/unuQN9jWh8,-1,-0.7786
China still concealing the truth of #WuhanVirus outbreak and refusing US virus experts to offer help. This shows China is censoring so secret about the virus and a nasty plan may be undergoing to harm everyone in the world. Caution on them. pic.twitter.com/WyrXXDmzqc,-1,-0.7003
"CORONAVIRUS: “All the crematoriums of Hubei are backed up & cannot take bodies.""  #coronavirus #CoronavirusOutbreak #WuhanVirus #WuhanCoronavius #COVID19 pic.twitter.com/xwkEZSAMVP",0,0.0258
"20,000 ducks & 30,000 geese that I know of have all starved 2 death across China because the widespread shut down, quarantine, travel bans and blockades due 2 spread of #coronavirus.  #WuhanVirus #WuhanCoronavirus #Wuhan #WuhanOutbreak #CoronaOutbreak pic.twitter.com/DMbo4rTAJA",-1,-0.8176
5 nowych przypadków #WuhanVirus w Japonii.5 new #WuhanVirus cases in Japan.To osoby powiązane z przypadkami zarażonych taksówkarzy w Tokio.https://t.co/XfjLQqN4Be,0,0.0
"Infekcja koronawirusem #WuhanVirus  potwierdzona w docelowej Malezji wśród pasażerów, którzy wysiedli ze statku wycieczkowego „Uester Dam”, który wpłynął do Kambodży, Ministerstwo Zdrowia Kambodży poinformowało stronę malezyjską późną nocą 15 lutego.https://t.co/dXijMJq6Nx",0,0.0
"70 nowych przypadków #WuhanVirus  w Japonii. Znaleziono je na statku wycieczkowym „Diamentowa księżniczka” przy Jokohamie, co łącznie podnosi statek do 355.https://t.co/hnzDfbb8dRhttps://t.co/Q25njqvWMN",0,0.0
"1 nowy przypadek #WuhanVirus w Japonii. Według prefektury Aichi potwierdzono, że mężczyzna po 60-siątce został zainfekowany nowym koronawirusem. Mężczyzna to mąż kobiety po sześćdziesiątce, która wyjechała na Hawaje, która już została zarażona.https://t.co/PgaJnqluK2",-1,-0.802
"Południowa Korea zgłasza 1 nowy przypadek #WuhanVirus , w sumie 29 przypadek w tym kraju.To 82-letni mężczyzna z Korei Południowej, który nie miał żadnych danych dotyczących podróży zagranicznych.https://t.co/I1uFjreggahttps://t.co/N1HcpsA5sW",0,0.0
Wszystkie drogi dojazdowe do Wuhan zostały zniszczone i zamknięte.All access roads to Wuhan were destroyed and closed. #China #Chiny #Китай #coronarvirus #koronawirus #ChinaVirus #WuhanVirus pic.twitter.com/hko8dcHQjN,-1,-0.4939
"Łapanka policji na kwarantannę? Ludzie bronią się tak, jakby mieli iść na pewną śmierć. (source:@ brother_chui)#WuhanPneumonia #WuhanVirus  #Wuhan #koronawirus  #coronavirus #nCoV2019 pic.twitter.com/T3m1sVNWP9",0,0.0
2 nowe przypadki #WuhanVirus i 1 nowa śmierć na Tajwanie.2 new #WuhanVirus cases and 1 new death in Taiwan.https://t.co/sYefRPZp7M,-1,-0.5994
"Uciekł ktoś z #Wuhan do innego miasta? No to się go zleje pałami ""za karę"", nawet ryzykując zarażeniem, któryś film tego typu. Pozdrawiam naszych youtuberów, zachwyconych Chinami. source:@  L3610N11#WuhanPneumonia #WuhanVirus  #Wuhan #koronawirus  #coronavirus #nCoV2020 pic.twitter.com/2eZFbSlcpB",-1,-0.296
Maximum eye power sia!#Singapore #Electionlailiao #GE2020 #Wuhanvirus #Coronavirus pic.twitter.com/kiCkEcDGyX,0,0.0
"Pojawiły się kolejne filmiki z furgonetkami zabierającymi zwłoki z prywatnych mieszkań, W jednej może się zmieścić 10 albo więcej ciał.  source:@ Mina32134295 #WuhanPneumonia #WuhanVirus  #Wuhan #koronawirus  #coronavirus #nCoV2019 #COVID19 pic.twitter.com/P4ZZMgBa73",0,0.0
- Bez maski nie wejdziesz. Musisz kupić!- Nie mam pieniędzy na zakup!- To wracaj tam skąd przyszłaś.#China #Chiny #Китай #coronarvirus #koronawirus #ChinaVirus #WuhanVirus pic.twitter.com/T8QRHchpqt,0,0.0
"Kolejny film pani @haniashen o wirusie i broni biologicznej. Pod filmem link do tajnego przemówienia chińskiego generała, dotyczącego planu zagłady cywilizacji zachodniej. Polecam! #WuhanPneumonia #WuhanVirus  #Wuhan #koronawirus  #coronavirus #nCoV2019  https://t.co/AYxenIBoP8",0,0.0
"Znowu w sieci pojawiają sie filmy z ciałami na ulicach Wuhan. Ale do Polski dalej każdy może wjechać, bez ograniczeń. Ta beztroska na pewno źle się skończy. source:@ CCPTrolling #WuhanPneumonia #WuhanVirus  #Wuhan #koronawirus  #coronavirus #nCoV2019 pic.twitter.com/xe0rbfk3sm",0,0.0
"Wysyłki częściowo jednak zostają wstrzymane mimo zapewnień, że do tego nie dojdzie. Sytuacja nie jest stabilna. #WuhanVirus #koronawirus #Aliexpress pic.twitter.com/nER3B1fury",0,0.0
VIDEO: #ChinaIt Feels like a ghost town with only a few survivors walking in the streets in China. All entryways sealed. No one around #COVID19#coronavirus #CoronaOutbreak #WuhanVirus pic.twitter.com/RyB1kfTMZp,-1,-0.25
The Communist Party government certainly won’t care if people living inside will survive or not. It’s not their business#WuhanCoronavirus #CoronavirusOutbreak #Coronavius #coronaviruschina #WuhanVirus #chinazi pic.twitter.com/CwLGEYTSUu,1,0.8074
People in #Wuhan #China lining up outside the largest chain store Zhongbei for buying meat. #coronavirus #CoronavirusOutbreak #COVID19 #Coronavirustruth #WuhanOutbreak #WuhanVirus #WuhanLockDown pic.twitter.com/oWQalcp9lk,0,0.0
"I want to voice up for myself, for Wuhan people, for my #Chinese people""All the news in CCTV are FAKE#Wuhan #Coronavirus #Wuhanvirus #ChinaVirus #COVID19pic.twitter.com/4I9zmokLCw",0,0.0772
"We've no trust in #HongKong govt.Apparently, it has no idea how to combat the #WuhanVirus outbreak. Even Singapore having known abt the epidemic later did better than HK.When it fails to stop ppl from evading mandatory quarantine, there's no way quarantine buildings 'll work. pic.twitter.com/bukKvE74ZX",-1,-0.6705
This situation is happening at each HK public hospital.... #WuhanVirus https://t.co/Jb2Y1F6YTB,0,0.0
#COVIDー19Respect all the nurses! pic.twitter.com/e4P8KevZST,0,0.0
"#WuhanLockDown #coronaviruschina #COVIDー19 Over 25,000 killed they have started shooting down all the people with the virus in China ( video shared by a reliable source in China ) pic.twitter.com/6llFWcRfS2",-1,-0.4767
"Coronavirus is much more Contagious then said before - Los Alamos Study says:  R0 4.7 - 6.6 ! Its not 2.2 like told before and not 1.2 like ""the flu""https://t.co/aZrvLAVeSu#COVIDｰ19 #Coronavirus",-1,-0.7355
"BREAKING: #COVIDー19 #COVID19 #coronavirus United States believes #China under reporting infections by at least 100,000 and deaths significantly higher pic.twitter.com/FpCKI8Lm3N",1,0.4215
"Arrival numbers from mainland China into HK via Shenzhen Bay checkpoint more than doubled in past week #CarrieLam fanning the fire while pretending to be putting out the fire#WuhanCoronavirus#COVIDー19  Credit, Apple Daily pic.twitter.com/Vk872TOahe",0,0.1531
I took a cab this morning and to my surprise this is what I found!! Prevention is better than cure! #COVIDー19 #Changchun  #China pic.twitter.com/FGG9kbygHq,1,0.7074
Which one is more dangerous - coming down with the #coronavirus or daring to tell the truth about it? #COVIDー19 https://t.co/vm3U7b9vwm,0,0.1045
#COVIDー19 calamity made by China. Book was published in 1981 pic.twitter.com/mcwd17FHQN,0,0.0
"Professor Neil Ferguson of Imperial College London: China is ""only detecting probably 5% of cases...so I think it's misleading to look at the Chinese case numbers."" Watch video below #coronavirus #COVIDー19 https://t.co/O7srXGFEFv",-1,-0.4019
United Airlines flight from US landed in Heathrow locked down when a passenger developed #COVIDｰ19 symptoms. #travelbannow #14daysglobalshutdownhttps://t.co/8rOEUSuCYS,1,0.4215
Bats and snakes are for sale at an  Indonesian market despite of govt request to take them off the menu over the fears of a link to the deadly coronavirus.#CoronavirusFrance #COVIDー19 #COVIDｰ19 #WuhanCoronavirus #WuhanPneumonia #Indonesia pic.twitter.com/9dKO0k0MdO,-1,-0.4215
Porn against boredom... 👍👍👍Cruise passengers offered free porn while on #COVIDー19 quarantinehttps://t.co/myqWy6DPxq,1,0.5106
#NCYT 5 billion people could end up with the virus!! How many test kits will they need then? @PrimerdesignLtd 😮😮😮😮😮🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀 #coronavirus #COVID19 #COVID2019 #COVIDー19        https://t.co/O8Te4PlXhE,0,0.0
"When what is happening in the world now gets made into a movie, we are in the opining credits, the montage of footage of the world getting worse as the names of the cast scroll across the screen. Its getting worse and the film has not even started. #COVIDー19 pic.twitter.com/eEeBMoK8gr",-1,-0.5719
Oh dear. I’ve been watching this for awhile. It got lost in the #COVIDー19 media frenzy. The fatality ratio for Ebola is 67% https://t.co/EVkpWqBdJd,-1,-0.7579
"I'm calling BS on this whole #Coronavius #COVIDー19 #hoax . The Chinese release a very infectious but very mild virus to the world, yet claim its a killer and start rounding up whoever they want to pull off the streets. They will never be able to hide the truth!",-1,-0.7088
"Very interesting interview with Xiao En, a former US Army virologist, who raises excellent questions about #nCoV_2019 #COVIDー19 #COVID2019 #COVID_2019 #SARSCoV2 https://t.co/HAvPDrIjZV",1,0.7713
Wuhan #coronavirus quarantine breakers being arrestedhttps://t.co/ljKZUgw718#COVIDー19,0,0.0
"Hang in there my friend! We are all hoping for the best! The first way to stop the spread of #COVIDー19  is quarantine, which is NOT about stigma. Most people understand those affected by it are not bad people, they are just sick or have been exposed to this deadly virus.",1,0.8039
THE CITY OF WUHAN AND PEOPLE WHO WORK THERE...😷#coronavirus #CoronavirusOutbreak #coronavirusjapan #coronavirusgermany #coronaviruschina #Coronavirusmexico #coronaviruswuhan #coronavirusthailand #COVIDー19 #coronavirususa #coronaviruscanada #coronavirusfrance #COVID19 pic.twitter.com/uPug3JHE8j,0,0.0
Curfew footage of a City in Communist China. #coronavirus #CCP is more blatant to turn China into a police state. pic.twitter.com/XlKO7Cq3uT,0,0.0
"A Japanese quarantine officer has been confirmed to be infected with the #Coronavirus, all because they listened to WHO's guidelines saying that they only had to wear a mask and gloves.This is the work of China bribing them - WHO is turning into Winnie Happy Organization. pic.twitter.com/rY64urBUDC",0,0.128
"Powerful. @NickKristof quotes Beijing law prof Xu Zhangrun’s raging essay which is now being passed around surreptitiously:”Faced with this virus, the Leader has flailed about. Although everyone looks to The One for the nod of approval, The One himself is clueless.” #Coronavirus https://t.co/6kYWWNlPMA",1,0.3612
"#Watch | #Coronavirus: China death toll surpasses 1,600@krishnaksays walks you through the report! pic.twitter.com/sROvGsA3eS",-1,-0.636
Unexpected February snow in #Wuhan as city remains on lockdown#coronavirus pic.twitter.com/owLhLu4afk,0,0.0
"#Coronavirus may have hit Hong Kong, protests may have decreased, but we will not forget the day police rushed into a train station and attacked citizens indiscriminately.We would never forget nor forgive.#HKPoliceBrutality #HKPoliceTerroristspic.twitter.com/GkJtf7sbum",-1,-0.351
Coping with Stress @WHO #Coronavirus pic.twitter.com/m4NJjLrXp0,-1,-0.4215
"🔴 ""Les traités de libre-échange sont le virus mortel de la globalisation""➡️Mon avis sur le traité de libre-échange #UE - #Vietnam #Bruxelles #Coronavirus pic.twitter.com/03Oa8dMYx0",0,0.0
"#Chine - L'hôpital #Huoshenshan appelé ""Vulcan Mountain"" construit  en 7 jours (Hôpital de 1000 lits) est inondé. Il y a de multiples fuites. #coronavirus #COVID19 pic.twitter.com/6l7e3mXZX1",0,0.0
"#Coronavirus 1 cas confirmé en #Egypte et le racisme anti-asiatique s'affiche sans complexe sur la porte d'un des plus célèbres resto chinois du Caire: ""Interdit d'entrer aux chinois""  / ""N'ayez pas peur, nous sommes tous égyptiens ici"" https://t.co/kFfazPcqN9",0,0.0
Is it all ok ? #coronavirus #SARSCoV2 pic.twitter.com/kYYjijdeiD,1,0.296
"When HKers call for a complete border closure to stop visitors from China, HK gov decided to welcome them by waiving toll fees of Hong Kong-Zhuhai-Macau Bridge until the epidemic ends. End? How?! HK is ruled/ruined by brainless puppets! #CoronavirusOutbreak #coronavirus pic.twitter.com/PF7ih4l6Uc",1,0.4106
Other countries.              China withWith sick people.           Sick people#coronavirus pic.twitter.com/fZgarvT1UY,-1,-0.765
"🇨🇳 FLASH - Lutte contre le #coronavirus : l'hôpital ""Montagne volcanique"" construit en quelques jours à #Wuhan est déjà délabré avec de nombreuses fuites d'eau signalées et des inondations locales notamment dans les chambres des patients. #COVID19  pic.twitter.com/uyFstFxTku",0,0.0
En empêchant le tourisme des pays asiatiques on empêche tout simplement la propagation du virus. Sauf que comme on est dirigé par des Picsou en puissance on prend le risque d'une épidémie en France. Quelle belle bande de cons. #coronavirus,0,-0.128
"♦️#Wuhan ♦️11 millions d’habitants toujours sous quarantaine,hôpitaux,gymnases,et lieux divers sont pleins à craquer de patients +ou - soignésCombien de personnes atteintes du #coronavirus combien de mortsle saurons-nous un jour❓Levons-nous pour Wuhanpic.twitter.com/dA82psK8HE",0,0.0
"🇫🇷 EPIDEMIE - À #Oyonnax en #France, une fille affirme avoir été tabassée dans son lycée car des élèves croyaient qu’elle avait le #coronavirus. Merci de relayer cet acte honteux. #COVID19 #COVID2019 pic.twitter.com/2uQUZ6hU7r",0,0.0
"En me réveillant et en découvrant que #JeSuisMila , #Kobe et le #coronavirus sont encore en TT pic.twitter.com/GcLAxCBCxD",0,0.0
🔴⭕ #Chine #Coronavirus Pour quelle raison ces fonctionnaires détruisent la nourriture d'une famille ?💥  pic.twitter.com/nm9pHSQvua,0,0.0
"#Chine - Les RS rapportent des centaines de cas filmés de personnes malveillantes qui essaient de diffuser le virus notamment dans les lieux publics, ascenseurs, mobilier urbain et de jet de morve et de glaire directement sur les sacs à main et habits... #coronavirus pic.twitter.com/o4zbhx0s8J",0,0.0
Quand le coronavirus voit que on a changé encore de nom #Coronavirus  #Coronavirius pic.twitter.com/TpyMZ3JaCJ,0,0.0
"🔴 #Chine #WuhanLongue file d'attente devant les supermarchés, alors quele prix de la nourriture a quadruplé ....#coronavirus pic.twitter.com/sx9o9G5t9L",0,0.0
#Chine - Les autorités chinoises  noient les chats et chiens errants de peur qu'ils soient porteurs du #coronavirus. #COVID19 pic.twitter.com/wQIkn4bdWH,0,0.0
🔴⭕#Chine #Coronavirus Un mort devant cette epiceriePersonne n'intervient et personne n'appelle à l'aide ! ⚡ pic.twitter.com/xeJUeErmTu,0,0.0
#coronavirus : 1 669 morts et 69 261 infectés(même la Maison Blanche ne croit pas les les chiffres divulgués par Pékin...) pic.twitter.com/E8jhJKVV2b,0,0.0
Not a bad spot - quite the pool #Singapore pic.twitter.com/Mx4KoafZHs,-1,-0.5423
